match,team,jersey,player,top_speed_kmh
GER V CIV,Côte d'Ivoire,3,Ghislain KONAN,31.4
GER V CIV,Côte d'Ivoire,5,Wilfried SINGO,34.4
GER V CIV,Côte d'Ivoire,7,Odilon KOSSOUNOU,32.3
GER V CIV,Côte d'Ivoire,8,Franck KESSIE,32.1
GER V CIV,Côte d'Ivoire,9,Ange-Yoan BONNY,32.9
GER V CIV,Côte d'Ivoire,11,Yan DIOMANDE,33.7
GER V CIV,Côte d'Ivoire,15,Amad DIALLO,31.4
GER V CIV,Côte d'Ivoire,18,Ibrahim SANGARE,29.7
GER V CIV,Côte d'Ivoire,20,Emmanuel AGBADOU,32.0
GER V CIV,Côte d'Ivoire,26,Christ Inao OULAI,28.5
GER V CIV,Côte d'Ivoire,6,Seko FOFANA,31.8
GER V CIV,Côte d'Ivoire,10,Simon ADINGRA,30.0
GER V CIV,Côte d'Ivoire,17,Guela DOUE,30.6
GER V CIV,Côte d'Ivoire,19,Nicolas PEPE,33.8
GER V CIV,Côte d'Ivoire,22,Evann GUESSAND,30.0
ECU V CUW,Ecuador,1,Hernan GALINDEZ,21.6
ECU V CUW,Ecuador,3,Piero HINCAPIE,30.6
ECU V CUW,Ecuador,5,Jordy ALCIVAR,30.3
ECU V CUW,Ecuador,6,Willian PACHO,31.6
ECU V CUW,Ecuador,7,Pervis ESTUPINAN,30.8
ECU V CUW,Ecuador,9,John YEBOAH,33.7
ECU V CUW,Ecuador,13,Enner VALENCIA,31.0
ECU V CUW,Ecuador,15,Pedro VITE,27.9
ECU V CUW,Ecuador,19,Gonzalo PLATA,32.2
ECU V CUW,Ecuador,21,Alan FRANCO,32.2
ECU V CUW,Ecuador,23,Moises CAICEDO,28.5
ECU V CUW,Ecuador,11,Kevin RODRIGUEZ,33.4
ECU V CUW,Ecuador,16,Jordy CAICEDO,30.4
ECU V CUW,Ecuador,17,Angelo PRECIADO,26.6
ECU V CUW,Ecuador,20,Nilson ANGULO,32.8
ECU V CUW,Curaçao,1,Eloy ROOM,24.6
ECU V CUW,Curaçao,3,Jurien GAARI,32.5
ECU V CUW,Curaçao,5,Sherel FLORANUS,32.6
ECU V CUW,Curaçao,7,Juninho BACUNA,32.1
ECU V CUW,Curaçao,8,Livano COMENENCIA,32.0
ECU V CUW,Curaçao,9,Juergen LOCADIA,31.8
ECU V CUW,Curaçao,10,Leandro BACUNA,30.5
ECU V CUW,Curaçao,18,Armando OBISPO,31.9
ECU V CUW,Curaçao,20,Joshua BRENET,31.3
ECU V CUW,Curaçao,21,Tahith CHONG,29.7
ECU V CUW,Curaçao,24,Deveron FONVILLE,34.7
ECU V CUW,Curaçao,4,Roshon VAN EIJMA,26.7
ECU V CUW,Curaçao,6,Godfried ROEMERATOE,24.3
ECU V CUW,Curaçao,14,Kenji GORRE,28.0
ECU V CUW,Curaçao,16,Jearl MARGARITHA,30.4
ECU V CUW,Curaçao,19,Gervane KASTANEER,28.4
NED V JPN,Netherlands,1,Bart VERBRUGGEN,24.2
NED V JPN,Netherlands,4,Virgil VAN DIJK,32.9
NED V JPN,Netherlands,6,Jan Paul VAN HECKE,31.2
NED V JPN,Netherlands,8,Ryan GRAVENBERCH,35.6
NED V JPN,Netherlands,11,Cody GAKPO,32.2
NED V JPN,Netherlands,14,Tijjani REIJNDERS,29.8
NED V JPN,Netherlands,15,Micky VAN DE VEN,32.4
NED V JPN,Netherlands,18,Donyell MALEN,29.0
NED V JPN,Netherlands,21,Frenkie DE JONG,29.3
NED V JPN,Netherlands,22,Denzel DUMFRIES,31.1
NED V JPN,Netherlands,24,Crysencio SUMMERVILLE,34.3
NED V JPN,Netherlands,5,Nathan AKE,30.5
NED V JPN,Netherlands,10,Memphis DEPAY,31.3
NED V JPN,Netherlands,19,Brian BROBBEY,25.5
NED V JPN,Netherlands,20,Teun KOOPMEINERS,29.7
NED V JPN,Netherlands,26,Quinten TIMBER,30.7
NED V JPN,Japan,1,Zion SUZUKI,20.2
NED V JPN,Japan,3,Shogo TANIGUCHI,30.8
NED V JPN,Japan,8,Takefusa KUBO,31.2
NED V JPN,Japan,10,Ritsu DOAN,30.8
NED V JPN,Japan,11,Daizen MAEDA,33.5
NED V JPN,Japan,13,Keito NAKAMURA,29.6
NED V JPN,Japan,15,Daichi KAMADA,31.4
NED V JPN,Japan,16,Tsuyoshi WATANABE,32.9
NED V JPN,Japan,18,Ayase UEDA,29.0
NED V JPN,Japan,21,Hiroki ITO,32.0
NED V JPN,Japan,24,Kaishu SANO,29.3
NED V JPN,Japan,2,Yukinari SUGAWARA,28.5
NED V JPN,Japan,14,Junya ITO,33.0
NED V JPN,Japan,19,Koki OGAWA,28.1
NED V JPN,Japan,22,Takehiro TOMIYASU,24.1
NED V JPN,Japan,26,Kento SHIOGAI,32.8
SWE V TUN,Sweden,23,Kristoffer NORDFELDT,25.0
SWE V TUN,Sweden,2,Gustaf LAGERBIELKE,28.6
SWE V TUN,Sweden,3,Victor LINDELOF,28.0
SWE V TUN,Sweden,4,Isak HIEN,31.9
SWE V TUN,Sweden,5,Gabriel GUDMUNDSSON,31.1
SWE V TUN,Sweden,9,Alexander ISAK,32.6
SWE V TUN,Sweden,10,Benjamin NYGREN,31.5
SWE V TUN,Sweden,16,Jesper KARLSTROM,29.6
SWE V TUN,Sweden,17,Viktor GYOKERES,32.4
SWE V TUN,Sweden,18,Yasin AYARI,29.3
SWE V TUN,Sweden,21,Alexander BERNHARDSSON,30.6
SWE V TUN,Sweden,7,Lucas BERGVALL,30.4
SWE V TUN,Sweden,8,Daniel SVENSSON,29.6
SWE V TUN,Sweden,11,Anthony ELANGA,31.1
SWE V TUN,Sweden,19,Mattias SVANBERG,26.4
SWE V TUN,Sweden,24,Elliot STROUD,32.8
SWE V TUN,Tunisia,1,Mouhib CHAMAKH,21.3
SWE V TUN,Tunisia,2,Ali ABDI,33.9
SWE V TUN,Tunisia,3,Montassar TALBI,30.4
SWE V TUN,Tunisia,4,Omar REKIK,30.7
SWE V TUN,Tunisia,8,Elias SAAD,32.1
SWE V TUN,Tunisia,10,Hannibal MEJBRI,31.7
SWE V TUN,Tunisia,13,Rani KHEDIRA,26.4
SWE V TUN,Tunisia,17,Ellyes SKHIRI,28.3
SWE V TUN,Tunisia,20,Yan VALERY,31.0
SWE V TUN,Tunisia,21,Mohamed Amine BEN HMIDA,32.2
SWE V TUN,Tunisia,25,Anis SLIMANE,28.5
SWE V TUN,Tunisia,7,Elias ACHOURI,30.3
SWE V TUN,Tunisia,11,Ismael GHARBI,27.5
SWE V TUN,Tunisia,15,Mohamed HADJ MAHMOUD,31.0
SWE V TUN,Tunisia,19,Firas CHAOUAT,31.6
SWE V TUN,Tunisia,26,Sebastian TOUNEKTI,27.2
NED V SWE,Netherlands,1,Bart VERBRUGGEN,19.0
NED V SWE,Netherlands,4,Virgil VAN DIJK,32.3
NED V SWE,Netherlands,6,Jan Paul VAN HECKE,31.5
NED V SWE,Netherlands,8,Ryan GRAVENBERCH,31.4
NED V SWE,Netherlands,11,Cody GAKPO,32.2
NED V SWE,Netherlands,14,Tijjani REIJNDERS,30.1
NED V SWE,Netherlands,15,Micky VAN DE VEN,36.8
NED V SWE,Netherlands,18,Donyell MALEN,31.6
NED V SWE,Netherlands,19,Brian BROBBEY,31.8
NED V SWE,Netherlands,21,Frenkie DE JONG,30.4
NED V SWE,Netherlands,22,Denzel DUMFRIES,30.8
NED V SWE,Netherlands,10,Memphis DEPAY,30.6
NED V SWE,Netherlands,16,Guus TIL,30.0
NED V SWE,Netherlands,17,Noa LANG,28.7
NED V SWE,Netherlands,20,Teun KOOPMEINERS,29.3
NED V SWE,Netherlands,24,Crysencio SUMMERVILLE,31.6
NED V SWE,Sweden,23,Kristoffer NORDFELDT,18.6
NED V SWE,Sweden,2,Gustaf LAGERBIELKE,30.3
NED V SWE,Sweden,3,Victor LINDELOF,28.6
NED V SWE,Sweden,4,Isak HIEN,33.5
NED V SWE,Sweden,5,Gabriel GUDMUNDSSON,31.4
NED V SWE,Sweden,9,Alexander ISAK,32.2
NED V SWE,Sweden,10,Benjamin NYGREN,30.9
NED V SWE,Sweden,16,Jesper KARLSTROM,31.3
NED V SWE,Sweden,17,Viktor GYOKERES,33.3
NED V SWE,Sweden,18,Yasin AYARI,30.7
NED V SWE,Sweden,21,Alexander BERNHARDSSON,31.1
NED V SWE,Sweden,7,Lucas BERGVALL,32.3
NED V SWE,Sweden,11,Anthony ELANGA,36.5
NED V SWE,Sweden,22,Besfort ZENELI,30.0
NED V SWE,Sweden,24,Elliot STROUD,29.2
NED V SWE,Sweden,26,Taha ALI,29.2
TUN V JPN,Tunisia,16,Aymen DAHMEN,19.0
TUN V JPN,Tunisia,2,Ali ABDI,34.8
TUN V JPN,Tunisia,3,Montassar TALBI,29.2
TUN V JPN,Tunisia,4,Omar REKIK,30.0
TUN V JPN,Tunisia,6,Dylan BRONN,27.8
TUN V JPN,Tunisia,8,Elias SAAD,32.3
TUN V JPN,Tunisia,10,Hannibal MEJBRI,31.1
TUN V JPN,Tunisia,17,Ellyes SKHIRI,29.5
TUN V JPN,Tunisia,20,Yan VALERY,32.5
TUN V JPN,Tunisia,25,Anis SLIMANE,30.3
TUN V JPN,Tunisia,26,Sebastian TOUNEKTI,32.9
TUN V JPN,Tunisia,7,Elias ACHOURI,29.9
TUN V JPN,Tunisia,11,Ismael GHARBI,31.0
TUN V JPN,Tunisia,13,Rani KHEDIRA,28.7
TUN V JPN,Tunisia,19,Firas CHAOUAT,31.6
TUN V JPN,Tunisia,21,Mohamed Amine BEN HMIDA,32.9
TUN V JPN,Japan,1,Zion SUZUKI,25.7
TUN V JPN,Japan,4,Kou ITAKURA,30.9
TUN V JPN,Japan,7,Ao TANAKA,32.0
TUN V JPN,Japan,10,Ritsu DOAN,31.3
TUN V JPN,Japan,13,Keito NAKAMURA,33.1
TUN V JPN,Japan,14,Junya ITO,33.0
TUN V JPN,Japan,15,Daichi KAMADA,27.7
TUN V JPN,Japan,18,Ayase UEDA,32.5
TUN V JPN,Japan,21,Hiroki ITO,30.0
TUN V JPN,Japan,22,Takehiro TOMIYASU,28.4
TUN V JPN,Japan,24,Kaishu SANO,31.1
TUN V JPN,Japan,2,Yukinari SUGAWARA,32.6
TUN V JPN,Japan,9,Keisuke GOTO,31.1
TUN V JPN,Japan,17,Yuito SUZUKI,33.6
TUN V JPN,Japan,20,Ayumu SEKO,26.5
TUN V JPN,Japan,25,Junnosuke SUZUKI,28.6
IRN V NZL,IR Iran,1,Alireza BEIRANVAND,19.5
IRN V NZL,IR Iran,4,Shoja KHALILZADEH,31.3
IRN V NZL,IR Iran,5,Milad MOHAMMADI,30.7
IRN V NZL,IR Iran,6,Saeid EZATOLAHI,26.7
IRN V NZL,IR Iran,8,Mohammad MOHEBBI,32.3
IRN V NZL,IR Iran,9,Mehdi TAREMI,32.6
IRN V NZL,IR Iran,14,Saman GHODDOS,28.8
IRN V NZL,IR Iran,17,Arya YOUSEFI,30.6
IRN V NZL,IR Iran,19,Ali NEMATI,30.1
IRN V NZL,IR Iran,20,Shahriyar MOGHANLOO,28.1
IRN V NZL,IR Iran,23,Ramin REZAEIAN,30.4
IRN V NZL,IR Iran,3,Ehsan HAJISAFI,26.6
IRN V NZL,IR Iran,10,Mehdi GHAYEDI,30.2
IRN V NZL,IR Iran,11,Ali ALIPOUR,29.9
IRN V NZL,IR Iran,18,Amirhossein HOSSEINZADEH,29.0
IRN V NZL,New Zealand,1,Max CROCOMBE,24.0
IRN V NZL,New Zealand,2,Tim PAYNE,30.5
IRN V NZL,New Zealand,5,Michael BOXALL,29.9
IRN V NZL,New Zealand,6,Joe BELL,28.7
IRN V NZL,New Zealand,8,Marko STAMENIC,32.3
IRN V NZL,New Zealand,9,Chris WOOD,30.6
IRN V NZL,New Zealand,10,Sarpreet SINGH,30.6
IRN V NZL,New Zealand,11,Elijah JUST,31.4
IRN V NZL,New Zealand,13,Liberato CACACE,28.5
IRN V NZL,New Zealand,16,Finn SURMAN,31.7
IRN V NZL,New Zealand,20,Callum McCOWATT,31.1
IRN V NZL,New Zealand,4,Tyler BINDON,25.7
IRN V NZL,New Zealand,19,Ben OLD,32.4
IRN V NZL,New Zealand,21,Jesse RANDALL,31.7
IRN V NZL,New Zealand,23,Ryan THOMAS,28.3
IRN V NZL,New Zealand,24,Callan ELLIOT,30.9
BEL V EGY,Belgium,1,Thibaut COURTOIS,26.6
BEL V EGY,Belgium,4,Brandon MECHELE,30.8
BEL V EGY,Belgium,7,Kevin DE BRUYNE,31.0
BEL V EGY,Belgium,8,Youri TIELEMANS,29.6
BEL V EGY,Belgium,10,Leandro TROSSARD,32.2
BEL V EGY,Belgium,11,Jeremy DOKU,32.0
BEL V EGY,Belgium,15,Thomas MEUNIER,33.0
BEL V EGY,Belgium,17,Charles DE KETELAERE,33.5
BEL V EGY,Belgium,21,Timothy CASTAGNE,28.6
BEL V EGY,Belgium,24,Amadou ONANA,32.1
BEL V EGY,Belgium,25,Nathan NGOY,34.5
BEL V EGY,Belgium,5,Maxim DE CUYPER,32.9
BEL V EGY,Belgium,9,Romelu LUKAKU,30.0
BEL V EGY,Belgium,20,Hans VANAKEN,25.7
BEL V EGY,Belgium,23,Nicolas RASKIN,31.9
BEL V EGY,Belgium,26,Matias FERNANDEZ,32.0
BEL V EGY,Egypt,23,MOSTAFA SHOUBIR,22.7
BEL V EGY,Egypt,2,YASSER IBRAHIM,29.7
BEL V EGY,Egypt,3,MOHAMED HANY,30.9
BEL V EGY,Egypt,8,EMAM ASHOUR,30.1
BEL V EGY,Egypt,10,MOHAMED SALAH,33.6
BEL V EGY,Egypt,11,MOSTAFA ZICO,32.4
BEL V EGY,Egypt,13,AHMED FATOUH,29.4
BEL V EGY,Egypt,14,HAMDY FATHY,31.4
BEL V EGY,Egypt,17,MOHANAD LASHIN,31.6
BEL V EGY,Egypt,19,MARAWAN ATTIA,33.0
BEL V EGY,Egypt,22,OMAR MARMOUSH,32.9
BEL V EGY,Egypt,5,RAMY RABIA,31.1
BEL V EGY,Egypt,9,HAMZA ABDELKARIM,31.3
BEL V EGY,Egypt,15,KARIM HAFEZ,31.2
BEL V EGY,Egypt,20,IBRAHIM ADEL,27.9
BEL V EGY,Egypt,25,ZIZO,32.7
BEL V IRN,Belgium,1,Thibaut COURTOIS,25.1
BEL V IRN,Belgium,4,Brandon MECHELE,30.1
BEL V IRN,Belgium,5,Maxim DE CUYPER,30.5
BEL V IRN,Belgium,7,Kevin DE BRUYNE,30.7
BEL V IRN,Belgium,8,Youri TIELEMANS,28.8
BEL V IRN,Belgium,9,Romelu LUKAKU,29.0
BEL V IRN,Belgium,10,Leandro TROSSARD,29.8
BEL V IRN,Belgium,15,Thomas MEUNIER,29.4
BEL V IRN,Belgium,22,Alexis SAELEMAEKERS,32.7
BEL V IRN,Belgium,23,Nicolas RASKIN,25.0
BEL V IRN,Belgium,25,Nathan NGOY,31.0
BEL V IRN,Belgium,3,Arthur THEATE,29.7
BEL V IRN,Belgium,14,Dodi LUKEBAKIO,28.5
BEL V IRN,Belgium,20,Hans VANAKEN,27.7
BEL V IRN,Belgium,21,Timothy CASTAGNE,29.7
BEL V IRN,Belgium,26,Matias FERNANDEZ,34.4
BEL V IRN,IR Iran,1,Alireza BEIRANVAND,17.9
BEL V IRN,IR Iran,2,Saleh HARDANI,29.8
BEL V IRN,IR Iran,3,Ehsan HAJISAFI,28.2
BEL V IRN,IR Iran,4,Shoja KHALILZADEH,30.1
BEL V IRN,IR Iran,6,Saeid EZATOLAHI,26.5
BEL V IRN,IR Iran,8,Mohammad MOHEBBI,30.5
BEL V IRN,IR Iran,9,Mehdi TAREMI,30.5
BEL V IRN,IR Iran,13,Hossein KANANI,28.0
BEL V IRN,IR Iran,14,Saman GHODDOS,29.4
BEL V IRN,IR Iran,19,Ali NEMATI,32.9
BEL V IRN,IR Iran,23,Ramin REZAEIAN,29.1
BEL V IRN,IR Iran,5,Milad MOHAMMADI,29.0
BEL V IRN,IR Iran,7,Alireza JAHANBAKHSH,30.1
BEL V IRN,IR Iran,16,Mehdi TORABI,27.6
BEL V IRN,IR Iran,18,Amirhossein HOSSEINZADEH,26.0
BEL V IRN,IR Iran,20,Shahriyar MOGHANLOO,25.3
NZL V EGY,New Zealand,1,Max CROCOMBE,20.0
NZL V EGY,New Zealand,2,Tim PAYNE,29.4
NZL V EGY,New Zealand,5,Michael BOXALL,32.5
NZL V EGY,New Zealand,6,Joe BELL,28.2
NZL V EGY,New Zealand,8,Marko STAMENIC,31.5
NZL V EGY,New Zealand,9,Chris WOOD,31.9
NZL V EGY,New Zealand,10,Sarpreet SINGH,31.5
NZL V EGY,New Zealand,11,Elijah JUST,31.6
NZL V EGY,New Zealand,13,Liberato CACACE,29.7
NZL V EGY,New Zealand,16,Finn SURMAN,33.2
NZL V EGY,New Zealand,20,Callum McCOWATT,31.7
NZL V EGY,New Zealand,3,Francis DE VRIES,31.8
NZL V EGY,New Zealand,4,Tyler BINDON,31.7
NZL V EGY,New Zealand,19,Ben OLD,30.8
NZL V EGY,New Zealand,21,Jesse RANDALL,34.6
NZL V EGY,New Zealand,23,Ryan THOMAS,30.5
NZL V EGY,Egypt,23,MOSTAFA SHOUBIR,22.8
NZL V EGY,Egypt,2,YASSER IBRAHIM,30.7
NZL V EGY,Egypt,3,MOHAMED HANY,30.3
NZL V EGY,Egypt,8,EMAM ASHOUR,30.8
NZL V EGY,Egypt,10,MOHAMED SALAH,33.1
NZL V EGY,Egypt,11,MOSTAFA ZICO,31.0
NZL V EGY,Egypt,13,AHMED FATOUH,30.7
NZL V EGY,Egypt,14,HAMDY FATHY,29.2
NZL V EGY,Egypt,17,MOHANAD LASHIN,31.5
NZL V EGY,Egypt,19,MARAWAN ATTIA,30.6
NZL V EGY,Egypt,22,OMAR MARMOUSH,34.4
NZL V EGY,Egypt,4,HOSSAM ABDELMAGUID,27.5
NZL V EGY,Egypt,5,RAMY RABIA,31.2
NZL V EGY,Egypt,6,MOHAMED ABDELMONEIM,26.1
NZL V EGY,Egypt,7,TREZEGUET,32.7
NZL V EGY,Egypt,9,HAMZA ABDELKARIM,29.1
NZL V EGY,Egypt,25,ZIZO,32.6
KSA V URU,Saudi Arabia,21,MOHAMMED ALOWAIS,18.5
KSA V URU,Saudi Arabia,4,ABDULELAH ALAMRI,28.8
KSA V URU,Saudi Arabia,5,HASSAN ALTAMBAKTI,30.8
KSA V URU,Saudi Arabia,7,MUSAB ALJUWAYR,26.5
KSA V URU,Saudi Arabia,9,FERAS ALBRIKAN,28.6
KSA V URU,Saudi Arabia,10,SALEM ALDAWSARI,32.9
KSA V URU,Saudi Arabia,12,SAUD ABDULHAMID,31.6
KSA V URU,Saudi Arabia,15,ABDULLAH ALKHAIBARI,27.8
KSA V URU,Saudi Arabia,23,MOHAMED KANNO,31.8
KSA V URU,Saudi Arabia,24,MOTEB ALHARBI,33.8
KSA V URU,Saudi Arabia,26,MOHAMMED ABU ALSHAMAT,31.2
KSA V URU,Saudi Arabia,3,ALI LAJAMI,25.8
KSA V URU,Saudi Arabia,6,NASSER ALDAWSARI,30.2
KSA V URU,Saudi Arabia,13,NAWAF BU WASHL,30.0
KSA V URU,Saudi Arabia,18,ALA ALHAJJI,25.6
KSA V URU,Saudi Arabia,19,ABDULLAH ALHAMDDAN,29.7
KSA V URU,Uruguay,23,Fernando MUSLERA,29.7
KSA V URU,Uruguay,3,Sebastian CACERES,32.4
KSA V URU,Uruguay,5,Manuel UGARTE,31.8
KSA V URU,Uruguay,6,Rodrigo BENTANCUR,30.4
KSA V URU,Uruguay,8,Federico VALVERDE,33.3
KSA V URU,Uruguay,9,Darwin NUNEZ,34.6
KSA V URU,Uruguay,13,Guillermo VARELA,33.3
KSA V URU,Uruguay,16,Mathias OLIVERA,28.2
KSA V URU,Uruguay,17,Matias VINA,30.5
KSA V URU,Uruguay,20,Maxi ARAUJO,32.4
KSA V URU,Uruguay,21,Federico VINAS,31.0
KSA V URU,Uruguay,7,Nicolas DE LA CRUZ,27.7
KSA V URU,Uruguay,14,Agustin CANOBBIO,27.8
KSA V URU,Uruguay,18,Brian RODRIGUEZ,31.8
KSA V URU,Uruguay,19,Rodrigo AGUIRRE,30.6
KSA V URU,Uruguay,25,Juan Manuel SANABRIA,32.6
ESP V CPV,Spain,23,Unai SIMON,25.2
ESP V CPV,Spain,5,Marcos LLORENTE,32.6
ESP V CPV,Spain,7,Ferran TORRES,29.8
ESP V CPV,Spain,8,Fabian RUIZ,27.7
ESP V CPV,Spain,9,GAVI,28.2
ESP V CPV,Spain,14,Aymeric LAPORTE,30.9
ESP V CPV,Spain,16,RODRI,29.0
ESP V CPV,Spain,20,PEDRI,29.8
ESP V CPV,Spain,21,Mikel OYARZABAL,31.5
ESP V CPV,Spain,22,Pau CUBARSI,31.0
ESP V CPV,Spain,24,Marc CUCURELLA,28.6
ESP V CPV,Spain,6,Mikel MERINO,30.5
ESP V CPV,Spain,10,Dani OLMO,27.6
ESP V CPV,Spain,17,Nico WILLIAMS,32.4
ESP V CPV,Spain,19,Lamine YAMAL,29.0
ESP V CPV,Cabo Verde,1,VOZINHA,25.1
ESP V CPV,Cabo Verde,3,DINEY BORGES,30.1
ESP V CPV,Cabo Verde,4,PICO LOPES,32.5
ESP V CPV,Cabo Verde,6,KEVIN PINA,28.4
ESP V CPV,Cabo Verde,7,JOVANE CABRAL,28.9
ESP V CPV,Cabo Verde,10,JAMIRO MONTEIRO,27.8
ESP V CPV,Cabo Verde,13,SIDNY LOPES CABRAL,32.2
ESP V CPV,Cabo Verde,15,LAROS DUARTE,25.6
ESP V CPV,Cabo Verde,19,DAILON LIVRAMENTO,33.6
ESP V CPV,Cabo Verde,20,RYAN MENDES,32.4
ESP V CPV,Cabo Verde,22,STEVEN MOREIRA,31.7
ESP V CPV,Cabo Verde,8,JOAO PAULO,28.9
ESP V CPV,Cabo Verde,14,DEROY DUARTE,30.3
ESP V CPV,Cabo Verde,17,WILLY SEMEDO,29.0
ESP V CPV,Cabo Verde,18,TELMO ARCANJO,31.7
ESP V CPV,Cabo Verde,21,NUNO DA COSTA,28.8
URU V CPV,Uruguay,23,Fernando MUSLERA,25.6
URU V CPV,Uruguay,3,Sebastian CACERES,30.9
URU V CPV,Uruguay,5,Manuel UGARTE,29.2
URU V CPV,Uruguay,6,Rodrigo BENTANCUR,31.5
URU V CPV,Uruguay,8,Federico VALVERDE,33.6
URU V CPV,Uruguay,13,Guillermo VARELA,32.4
URU V CPV,Uruguay,14,Agustin CANOBBIO,32.7
URU V CPV,Uruguay,16,Mathias OLIVERA,28.3
URU V CPV,Uruguay,20,Maxi ARAUJO,32.2
URU V CPV,Uruguay,21,Federico VINAS,32.2
URU V CPV,Uruguay,25,Juan Manuel SANABRIA,32.0
URU V CPV,Uruguay,7,Nicolas DE LA CRUZ,29.9
URU V CPV,Uruguay,9,Darwin NUNEZ,34.6
URU V CPV,Uruguay,18,Brian RODRIGUEZ,34.9
URU V CPV,Cabo Verde,1,VOZINHA,21.3
URU V CPV,Cabo Verde,3,DINEY BORGES,31.8
URU V CPV,Cabo Verde,4,PICO LOPES,35.0
URU V CPV,Cabo Verde,6,KEVIN PINA,30.0
URU V CPV,Cabo Verde,9,GILSON BENCHIMOL,33.2
URU V CPV,Cabo Verde,10,JAMIRO MONTEIRO,29.7
URU V CPV,Cabo Verde,11,GARRY RODRIGUES,30.5
URU V CPV,Cabo Verde,13,SIDNY LOPES CABRAL,33.5
URU V CPV,Cabo Verde,18,TELMO ARCANJO,32.0
URU V CPV,Cabo Verde,20,RYAN MENDES,33.8
URU V CPV,Cabo Verde,22,STEVEN MOREIRA,30.6
URU V CPV,Cabo Verde,14,DEROY DUARTE,30.0
URU V CPV,Cabo Verde,15,LAROS DUARTE,29.3
URU V CPV,Cabo Verde,16,YANNICK SEMEDO,27.4
URU V CPV,Cabo Verde,21,NUNO DA COSTA,30.4
URU V CPV,Cabo Verde,26,HELIO VARELA,32.2
ESP V KSA,Spain,23,Unai SIMON,29.9
ESP V KSA,Spain,10,Dani OLMO,31.7
ESP V KSA,Spain,12,Pedro PORRO,32.7
ESP V KSA,Spain,14,Aymeric LAPORTE,33.0
ESP V KSA,Spain,15,Alex BAENA,33.3
ESP V KSA,Spain,16,RODRI,30.0
ESP V KSA,Spain,19,Lamine YAMAL,32.3
ESP V KSA,Spain,20,PEDRI,28.7
ESP V KSA,Spain,21,Mikel OYARZABAL,31.3
ESP V KSA,Spain,22,Pau CUBARSI,32.0
ESP V KSA,Spain,24,Marc CUCURELLA,31.9
ESP V KSA,Spain,6,Mikel MERINO,26.4
ESP V KSA,Spain,7,Ferran TORRES,32.3
ESP V KSA,Spain,8,Fabian RUIZ,26.7
ESP V KSA,Spain,11,Yeremy PINO,29.8
ESP V KSA,Spain,17,Nico WILLIAMS,33.7
ESP V KSA,Saudi Arabia,21,MOHAMMED ALOWAIS,24.1
ESP V KSA,Saudi Arabia,3,ALI LAJAMI,31.6
ESP V KSA,Saudi Arabia,4,ABDULELAH ALAMRI,30.1
ESP V KSA,Saudi Arabia,5,HASSAN ALTAMBAKTI,32.2
ESP V KSA,Saudi Arabia,6,NASSER ALDAWSARI,31.2
ESP V KSA,Saudi Arabia,7,MUSAB ALJUWAYR,30.3
ESP V KSA,Saudi Arabia,9,FERAS ALBRIKAN,30.9
ESP V KSA,Saudi Arabia,10,SALEM ALDAWSARI,33.3
ESP V KSA,Saudi Arabia,12,SAUD ABDULHAMID,32.5
ESP V KSA,Saudi Arabia,15,ABDULLAH ALKHAIBARI,27.4
ESP V KSA,Saudi Arabia,24,MOTEB ALHARBI,33.7
ESP V KSA,Saudi Arabia,17,KHALID ALGHANNAM,23.4
ESP V KSA,Saudi Arabia,18,ALA ALHAJJI,26.8
ESP V KSA,Saudi Arabia,19,ABDULLAH ALHAMDDAN,30.5
ESP V KSA,Saudi Arabia,23,MOHAMED KANNO,29.9
ESP V KSA,Saudi Arabia,26,MOHAMMED ABU ALSHAMAT,31.3
FRA V SEN,France,16,Mike MAIGNAN,21.7
FRA V SEN,France,4,Dayot UPAMECANO,33.5
FRA V SEN,France,5,Jules KOUNDE,31.0
FRA V SEN,France,7,Ousmane DEMBELE,27.6
FRA V SEN,France,8,Aurelien TCHOUAMENI,30.1
FRA V SEN,France,10,Kylian MBAPPE,35.1
FRA V SEN,France,11,Michael OLISE,31.3
FRA V SEN,France,14,Adrien RABIOT,29.0
FRA V SEN,France,17,William SALIBA,32.3
FRA V SEN,France,19,Theo HERNANDEZ,33.2
FRA V SEN,France,20,Desire DOUE,31.7
FRA V SEN,France,12,Bradley BARCOLA,33.9
FRA V SEN,France,24,Rayan CHERKI,30.0
FRA V SEN,Senegal,16,Edouard MENDY,22.6
FRA V SEN,Senegal,3,Kalidou KOULIBALY,31.1
FRA V SEN,Senegal,5,Idrissa Gana GUEYE,27.9
FRA V SEN,Senegal,8,Lamine CAMARA,31.2
FRA V SEN,Senegal,10,Sadio MANE,32.3
FRA V SEN,Senegal,11,Nicolas JACKSON,33.5
FRA V SEN,Senegal,15,Krepin DIATTA,32.8
FRA V SEN,Senegal,18,Ismaila SARR,33.8
FRA V SEN,Senegal,19,Moussa NIAKHATE,30.8
FRA V SEN,Senegal,25,El Hadji Malick DIOUF,31.2
FRA V SEN,Senegal,26,Pape GUEYE,31.0
FRA V SEN,Senegal,6,Pathe CISS,25.0
FRA V SEN,Senegal,9,Bamba DIENG,26.9
FRA V SEN,Senegal,13,Iliman NDIAYE,30.5
FRA V SEN,Senegal,20,Ibrahim MBAYE,31.9
FRA V SEN,Senegal,21,Habib DIARRA,33.3
IRQ V NOR,Iraq,12,JALAL HASSAN,24.2
